"","id_user","name_user","review_count_user","average_stars_user","votes_funny_user","votes_cool_user","votes_useful_user"
"2809","IJKdg7KSekmIm_6LJsfvUw","Keely","48","4.21","5","8","24"
"2810","gxxRAoy5jFxuYz9VuvPTRw","Barbara","9","3.22","2","0","1"
"2811","b8IP0MtAq9K64bAlczx-Gw","Roxy","1","1","1","0","3"
"2812","bO6eWy-LCKJhHg8q5br9aw","Kathryn","1","5","0","1","1"
"2813","qhaVQb48m-1K68oEzvv-6Q","Joey","10","3.5","5","1","5"
"2814","fYgpYJc0BYWMxp1wkgLOXw","Danny","1","4","0","0","0"
"2815","MjmCqeBFir8Uf0Lw2_x37A","Joey","8","4","0","1","6"
"2816","2-ov4fyzi1iGV4Wg59FOwQ","Evette","4","3","1","0","5"
"2817","9TvVzTs089mTzleOtP5Dlg","Jonathan","6","4.8","0","1","2"
"2818","0xpo_kT44uzEI5HpZwt4Vg","Alexis","1","5","1","1","1"
"2819","Dzq9CeWDG8tn5cIU_6NcJw","Jenna","13","3.77","3","6","13"
"2820","9yLTjyi9xfz0iSaNZK_frA","Shawn","12","4.08","1","1","3"
"2821","o-QXovKDprlnyhU_Ypy2BA","Paul","8","3.43","0","2","10"
"2822","4YOLgjzMpFleANi6lIdUVg","Mike","3","3","0","0","1"
"2823","rs9kSNBKTj-NMuj-uBuFEg","Ev","13","4.31","0","1","13"
"2824","8iOMaPj3hBvSqlEx4PH9Gw","David","7","4","0","0","3"
"2825","ahY5rqtAM2xEuy0PJAWHxA","Eric","61","4.07","4","11","42"
"2826","kvfvu6-bS9E4oE2CQu9qaA","Laurie","33","3.21","1","4","12"
"2827","1xQd0DVV-Y4McrSzGIESIw","Masha","4","3","1","0","3"
"2828","ITBs8txD0Zu-YuxXCGqokA","Laura","25","4.09","0","3","14"
"2829","FTWrsNe8OXjDJawR4mb-tg","Christina","6","4.33","2","1","4"
"2830","vZ5lcWw_uRy0XmuMAtHB8g","Sara","100","3.96","14","9","47"
"2831","5DZQp_CaArSZTyBP_5LDhw","Lindsay","3","5","0","0","0"
"2832","N7s6F9294fO6qZz4Vyef3A","JJ","24","4.39","5","5","22"
"2833","acg4JUKcCvxL4usqHgCO2Q","Lauren","56","3.75","17","11","27"
"2834","H43OmfXRCSFhWF6Fed6ZAA","Ashley","5","4.8","0","0","7"
"2835","fybp6yARo54nyCKdxquLxw","Todd","1","5","0","5","2"
"2836","yXNvuA81fxGP8hJ3UmoSyg","Jessie","5","4.4","0","1","3"
"2837","gJrTS-8XuK11J2kdiKH5XA","Monika","18","4.72","27","43","56"
"2838","8v1LLSBCPmAmRTN8zOj4vg","Kate","24","4.42","13","15","47"
"2839","twWn3l-84QksWM0a1FkMhA","Scott","4","5","4","1","4"
"2840","HrMwMgstAwchQHVpj8ZmWg","Susan","26","3.96","5","11","31"
"2841","DKo11GrKGbqRNTL58_FeuA","Ginny","5","3.4","1","1","6"
"2842","skFvAOdUhtSUejQJy7mNkg","Dirty","30","3.47","14","19","29"
"2843","I7zvmDRYtsLUHsLi50wDNA","Diana","2","5","2","1","3"
"2844","L6ySq_or6HJIHD1vtMT4Rw","David","1","4","0","0","1"
"2845","pXXNCtkJnG7M5tPujubLjg","Polly","2","5","0","0","0"
"2846","2dQvXcMRc7K3-fIymxBqAw","lisa","12","4.42","3","4","6"
"2847","wM7VQJ2SXIQWEDTEokG99g","Jason","125","4.08","49","128","222"
"2848","uWdf1u0DYu2mqu7gYpputQ","John","10","4.56","2","3","7"
"2849","0aN5QPhs-VwK2vusKG0waQ","Richard","4","5","0","1","0"
"2850","5adZVQUI-lwNAw74nIg_gA","Sherry","1","1","0","0","0"
"2851","Yq_PNtMvdWixlCmxvRJ43w","Jenny","1","5","0","0","0"
"2852","OVk05gGmFA_86maRQtTk7Q","Cj","2","1","0","0","0"
"2853","E83jZ7j07Hx-RcRiTbA_kg","kristin","21","4.19","15","32","60"
"2854","3lZK0lR2faXM4rD6f6Dd4A","Shawn","14","2.71","2","1","17"
"2855","xynvN_YDNcqJjpqtRGgr5w","James","374","3.77","72","119","251"
"2856","-3L9Nzd0Ad6-TR6-8vgMrQ","Cassandra","2","3","1","0","1"
"2857","CtHJ8YRU8Rnn-vEGhgoupg","D","32","2.81","13","11","25"
"2858","-vp9iLyaYoSa-sefM7IqvQ","Will","2","3","0","0","3"
"2859","47hHeyJsPQjgC4YFjrPUwQ","Dan","2","4.5","0","0","0"
"2860","Imolgk2Wq_QDlXqJkT85Pw","Eric","1","5","0","0","1"
"2861","wJwHU-GOPaXwtgRohbDG7w","Matt","22","4","5","1","10"
"2862","rc9v3Egnw_rBZglF0vr_qQ","Shanna","713","3.4","463","755","1153"
"2863","5oPwG66useXJo9opoFokgQ","Bruce","2","4","0","0","2"
"2864","PuR5j1Eg9eQ0rgqf41sOiA","Bri","1","5","0","0","0"
"2865","sT5_sFKD2EeLfwC1HAb3eQ","Meghan","3","5","2","2","2"
"2866","AuVQLRkBp_s-oTH7SPIxQg","Alec","3","5","0","1","3"
"2867","Hu_RKBI3tN0UeWFb67oX9A","Larry","35","4.49","6","10","37"
"2868","LiEtIRMy_pngYFnoQyPQUg","Ivan","1","4","0","0","0"
"2869","weBPiwvT2a5t-2lRfZjr5w","Stephen","2","1","0","0","4"
"2870","8VJ6ACg-e_fVRhKdAVsC_w","Stephanie","5","4.75","0","0","0"
"2871","NmpXuNtTkuoOlSa-AFxPjQ","K","5","4","0","1","0"
"2872","OLQ_X0KkwXgDD3UL8lCKoA","Andrea","2","4.5","0","2","1"
"2873","JCbnDoUBsUpryA3xWa3Urg","Christina","3","3","0","1","2"
"2874","roX46LqAo2993kOFE10_BQ","Patrick","1","5","0","2","1"
"2875","DN2BAtXLXkqk0QcNsElwqQ","Whitney","3","2.67","0","0","0"
"2876","x9tYDzBhNbu-Jf0LB8QB2w","Sara","4","4.5","0","1","4"
"2877","SdVK7u1QD05pdLydkwp16g","Diane","1","5","1","0","0"
"2878","eNCju89JtSmcRSVI8Z5LUQ","Dan","2","1","0","0","0"
"2879","N1koTSTyiLCD8zH0rHSh4w","Roger","112","4.27","64","113","211"
"2880","EQg06zguYjudJKeu4zjHAQ","lynn","27","3.63","8","8","25"
"2881","imQjkgxQ5MZQbbclcOQTJg","Mark","5","4.2","3","10","8"
"2882","fBM_puT7h3HYpikjtb6r3g","John","17","3.59","16","19","29"
"2883","_E6mujaapsBNIJkD8az6Jw","Barbara","129","3.61","21","30","74"
"2884","FmXQObHW2NcLNLvAiq5i1g","Tess","2","4.5","0","0","1"
"2885","rpW0HQrSFyEiCVdpq7Dlvw","Matthew","14","4.36","3","2","5"
"2886","VakKa0sjLl_mVSupkYbTnQ","Jett","3","3.33","1","0","1"
"2887","oubVUZ_h4enNSrvWNo6_og","eric","35","2.77","45","33","76"
"2888","ALTTHa5KguPZI2g6-CA8mA","Sarah","6","3.4","1","0","5"
"2889","885b8E17iyjZHWfGfKK_YQ","Rebecca","1","2","0","0","0"
"2890","4cvPlTjSV3z7ScIlHbSM7w","Louie","13","4.08","11","20","24"
"2891","kQb8X7n_EfbEYQVRGqzeTg","Peter","1","4","0","0","0"
"2892","hSYVixrt8iLFOzD8IP1NLg","Adriana","13","3.38","1","4","12"
"2893","eAIyhpmdkugYCuudbhqAUw","C","6","3.5","0","0","0"
"2894","GDqzwtB6obExuQQeBVr3cw","Alyssa","1","5","0","1","1"
"2895","qyy2X0sjuwcikplzdATfGg","Patty","159","3.61","17","20","60"
"2896","hx_viNcFC9GbS3xU5Q63lQ","Michael","2","5","1","0","1"
"2897","_SXqziDvvAyNO4OgaMLGmQ","Ronda","17","4.19","0","1","1"
"2898","-LbLdarIbmCq8qyNRQ_N1Q","Edward","1","5","2","0","0"
"2899","m3dRCU88YU9_GawEqX4gBw","Lauren","5","4","5","1","11"
"2900","WW0t29WCOlgjXWL6uI81NA","Steven","3","4","0","0","1"
"2901","p4IrODgI_QmO5M9Q7gdURw","Jonathan","824","3.46","1097","1062","1494"
"2902","ps4sJ4AobirEmNpjLkWg8w","Cheryl","9","3.25","0","0","1"
"2903","9IoWmskJG2sz7hEFAfqV3g","K","22","2.86","7","6","27"
"2904","mCKlyjSTQUSrPS22_CnmUw","Toshiyuki","31","4","3","5","13"
"2905","0VwPrVmf0RYpiTZHEyHKug","Joseph","4","1.67","1","0","0"
"2906","SnaNDutikEP1TR53oR-OTA","Tiffany","3","3.67","0","2","6"
"2907","y3XhaBdoeGWWPGOcuMQQtA","Cyndi","13","3.08","11","7","29"
"2908","G4d85iN-6NjP2kjHG5YiyA","Kelly","52","3.06","85","71","190"
"2909","jO82Xt2SYcy1Foi5RvRlDw","caveat","27","3.44","3","6","23"
"2910","Nv3Iyi4ZiwjCRKWtAXqx0A","Lisa","2","5","0","1","2"
"2911","WSegTe-Pl96EUzNrGXoODQ","Patrick","2","2.5","0","0","0"
"2912","Kbwuyf-Z5NKip0LQBv1rQg","Lutisha","1","3","0","0","4"
"2913","vhykW29VFJfS1WN2hStEGg","Paula","2","3","0","0","1"
"2914","mM9UoVhN0fiisDw1t6laRA","Lisa","2","4","0","0","0"
"2915","WPorw7WCw3YPVjR-2pesrQ","Tully","56","3.84","3","5","18"
"2916","iUjcTl_yOOhPNqEHsG_pmw","Toni","6","4.33","0","0","6"
"2917","WQX1Hio90vjGkASKM0v5kA","Tuyen","29","3.86","5","8","23"
"2918","uaMGc33ElERwU3tPCy7Kug","Brad","13","2.85","0","0","11"
"2919","-cgRVFtXsNWsYYaXps2H9g","Patricia","23","3.61","1","4","6"
"2920","PCSm09vFUQJ-vSdXClt_5g","Sean","6","5","3","5","10"
"2921","isEm7J7HITKbOq3l00SheQ","Jennifer","3","4","1","2","9"
"2922","Zvo-HWd5NqV8WE_0g3Nm2A","Syndy","2","2.5","0","1","1"
"2923","tBvrnSCLSpUdCDm5w5GPkg","Mary","167","3.83","69","82","183"
"2924","S524FRXZrouPi9TXD2s3TA","Frankie","4","2.67","1","1","2"
"2925","rezr3bu5upcG8utTBKw7Vw","Jodi","7","4.33","1","1","9"
"2926","IFhyhyRsLPlKSclaovJTAw","Mark","3","3.67","0","0","1"
"2927","4pcGmKCPj2Pg8AtEAmj-Nw","Dena","4","4","0","0","0"
"2928","RKo6f-phN2wcmjYjZQC9cg","Ray","2","4.5","0","0","1"
"2929","CEnJovGiy51mXpeM5DPI5Q","Christina","5","4.8","0","0","2"
"2930","yvp57xTEnhcEbS4nChmL5A","Santina","2","3","0","0","4"
"2931","NFgxmcERd4rd8S3EhTpgIA","Jason","2","5","0","0","0"
"2932","q3EnWWu9vbzQNKKdg6gRXw","Arlen","11","4.27","0","1","1"
"2933","o5AWgV0c4eO1V7FJnTjjlA","Rose","12","3.17","2","0","6"
"2934","tVUVDWC-RDaf8GN4-7-iXg","christine","8","3","1","1","8"
"2935","M0Q1fgg2juByq8eFmgs1Rw","Nitsua","24","3.96","7","2","50"
"2936","fwEPqYiyZCaB7QKY6a7h5g","Meagan","26","4.04","9","6","19"
"2937","UQnVmMXCLD-IF-6x0XFARA","Scott","3","3.33","1","1","4"
"2938","xMYScnFdKQ2yUhowv8wV9Q","Mike","7","4","2","1","5"
"2939","3P_dkw4C0E5IDKaLEdtoNw","Scott","9","4","1","5","9"
"2940","eJMgz4oi9kWw0iau3NkFkQ","Jason","204","3.85","77","92","228"
"2941","Hnf_1baUSpM4yOh92yvvkA","Joan","1","1","3","1","2"
"2942","--5hzxWLz5ozIg6OMo6tpQ","Diane","11","2.67","0","1","13"
"2943","2_m3s3wBARv-DL_iomFahA","Dawn","7","4.2","1","1","9"
"2944","fAzClp9nCL03NcBPFibdzQ","Barry","2","5","0","1","1"
"2945","UaGom22QbuhMVw8yY3mbOQ","Jonathan","2","3","0","0","2"
"2946","lMkldpLKYoRBR3BQYWp7MQ","Kyla","6","4.17","1","0","1"
"2947","i1-xNi_0yQOfnGsvWYcqPg","JT","2","3.5","0","2","2"
"2948","oJd9zyKv4DynZm1_5Sl1NA","Nick","4","3.5","1","0","0"
"2949","cv-NyIpK12ePpdG_JsMCVg","Allen","158","3.7","31","42","78"
"2950","w_e0D3ON-y5-gd5UTNyQFg","Bradley","9","3.67","2","1","15"
"2951","zxFX9J3jugwM7zFabmd50Q","cat","12","3.67","3","5","9"
"2952","-nXHRW7dTwoq-16dPMIFiQ","Scott","115","3.1","261","210","470"
"2953","OHopnei6CiZQj2kMlPAG9g","Loretta","7","3.14","5","2","18"
"2954","QIPn_akIS1TLx8kSuPjLxA","Corina","20","4.45","11","13","19"
"2955","8IlfkzDZE__h6-7n0rIkbQ","Kirsten","11","4","2","10","18"
"2956","mHQGnPgQwR_7ZAa5nFPbdQ","David","3","2","0","0","8"
"2957","XsYRK7zMlhebyoxq6aXA1Q","Wayne","2","3","0","1","0"
"2958","d99iNDUF7qpdaxjK_o1ZlQ","Robin","1","1","0","0","0"
"2959","x8k83QbAAIWqygo05w3ulA","Fuzzy","3","1.33","1","0","5"
"2960","MjwB-UpkGOQSG01Ikr_nAw","Jessica","47","3.64","2","4","19"
"2961","4uUQll1IacpzUQ_a0uu9HQ","Adriana","1","5","0","0","0"
"2962","uEWCVUTKLQ1ee444lCJ6ew","Patricia","3","4.67","0","0","0"
"2963","8WJeLew7mwb_VyAC0eC-FA","Christopher","89","3.7","18","9","63"
"2964","lbczieT2o1cVCxwlo8-_xw","James","7","3.57","1","1","3"
"2965","8yte9zG3WWztK4rLRPnGXA","Alana","5","4.4","0","4","4"
"2966","rfqg9hQVINyYAdcAABhpzA","Suzanna","17","3.59","1","2","7"
"2967","wLuDGMXytNVTF8ZU2gwUEQ","Tarrah","122","4.07","30","38","122"
"2968","0DpSdYq2IZMgBX2HpoFfKg","Josh","46","3.89","3","4","9"
"2969","jzjOoqn_7bv6Rbqt6BpojA","Chris","1","5","0","0","0"
"2970","zNvGIj1LefuBnBwCuqAGjg","Beth","23","3.65","7","14","33"
"2971","ImOdK6Hmt90IRdUHeYL_Ow","Whitney","40","3.5","12","12","32"
"2972","Y2wXrJLWwHkSEcTELkjFHg","Cassidy","1","1","0","1","0"
"2973","6913tmjt4jAkiLwcGB1GWw","Cathy","4","5","0","1","6"
"2974","pFA8pj5P7Khl1aZBtvdzpA","Mayia","11","3.82","5","12","16"
"2975","Bk2-B8naXQroksPRn4Y3dQ","Shane","8","3.86","1","1","7"
"2976","nc3cqVN0UuB3m50-CcMftw","Bacon","272","3.96","1072","1180","1434"
"2977","XVFEmpeTFe0RYHW3jOemAA","Tom","8","3.43","5","2","13"
"2978","gQtWeMwk13g2vZbudzp96w","Taylor","3","5","1","2","4"
"2979","-b8wqtfQ-25KCeXTMYY4JA","Brendan","18","3.72","1","0","3"
"2980","3qwDz30PzhQKU--gNasooQ","Mark","7","4.29","3","1","15"
"2981","N6fXTxMFxtHntDZnEotAtw","Steve","29","4.17","11","21","54"
"2982","H9Pub64JNgIs7l2Iu_sGYg","Who Dat","2","3","0","1","4"
"2983","XpIM24THvBK27s3dkPm_xw","Nicole","1","1","2","0","0"
"2984","mX3lMdJCnZ0_Jf47lXEtiA","Lauren","5","3.67","0","0","5"
"2985","HLC8KjgX-04Gq7Zdkd3_Dw","Kat","7","2.33","0","0","7"
"2986","qPNGqu8P6qiQRQX0wTQmgA","Karen","75","4.32","22","51","110"
"2987","PrlXKULj2_hUFAxO0k76fg","Danielle","7","4","0","0","5"
"2988","C-2XINyz7O1ECG3u0Gs6Qg","EK","3","3","5","3","10"
"2989","Wc6KdJD_E7jguIwkQFvYAA","Nancy","6","3","0","0","2"
"2990","Ly1vhTyWcqrqMomW4iCT4A","John","5","4.4","0","0","5"
"2991","BtatRPR-wytl8lLwnokwPg","Kathy","46","3.26","1","3","25"
"2992","Q8lpohDwY0mBtwfp9qZWVQ","Joe","98","2.94","36","32","82"
"2993","U39GEwB_O2_QpdINaeYekw","Alicia","144","3.62","222","194","317"
"2994","mEMZxvHpemSxn1gl7Lj1Zw","David","20","3.55","30","40","51"
"2995","teusTBoGcTZQHNX_9SrezA","Melanie","4","5","1","2","4"
"2996","ApWNDrDgb1Os9_tIoi2C9Q","George","4","2","1","2","5"
"2997","u760qQnKAwRkRhq6Fn8yzA","Lynn","414","3.79","172","508","934"
"2998","cy726havPXDcUjwHsKxR2Q","Becca","7","4.33","0","0","1"
"2999","W_QXYA7A0IhMrvbckz7eVg","Bri","483","3.65","849","1005","1495"
"3000","Emvo5fKADSbyQzAJJ2cBYw","Melodi","6","4.8","5","5","6"
"3001","FwzXiPL8nY3PmmHjRP1h_g","Kevin","280","3.27","794","935","1173"
"3002","WA_oWdcaxvpbxCVGHbnGjQ","Rob","13","4.25","1","5","11"
"3003","VSOGgQkO_Xdc9Yd4S2b9gw","Timothy","9","4.44","2","5","8"
"3004","f4zorr-M8ilgqZr3qw5Wcg","Jeff","1","4","0","0","0"
"3005","FvMkKLBDULROxOrHfZXWdQ","Leigh","6","4.8","2","3","4"
"3006","_q7MX1OcxuEucDvrNsF5ew","angie","12","4.08","14","21","26"
"3007","f3c1Ytjs0FAXtdH09P4mKQ","Christine","4","4.75","0","2","2"
"3008","s0oKdILhWUo5wY5EXSvCsQ","Brandon","1","5","0","0","2"
"3009","BEhWehvv4OIz4sky-eOu6Q","Kristin","41","4.4","2","4","25"
"3010","--dofeOsROFpm0q_dmqTTA","VIVIAN","2","4.5","0","0","0"
"3011","8i4lEyARxqg0TLgJNytxOg","Jonathan","5","4","6","5","14"
"3012","vL9LEngoOjuZ3lqU1mh8zA","Lou","261","3.75","70","117","234"
"3013","MnhtsPjhuPMIDVDLch-Psw","Diannette","8","4","0","1","8"
"3014","q0NrmyA1nHcGFW5A9Shf3w","Chris","1","5","0","0","1"
"3015","Amk6N13po0Xx6G9YEaXjrA","Will","34","3.85","10","5","11"
"3016","c4DFtrb-7eUOEVLtY1dnvA","chris","27","4.07","2","2","9"
"3017","BdzghKqx0gSelr-8uGWJ6w","Grace","3","5","0","0","2"
"3018","76AvYMc6hPmy7GVS-9XYSA","Nancy","21","3.1","6","9","21"
"3019","CdspVJZT7iK8droC1FO_UQ","Walter","1","5","0","0","1"
"3020","tYOUZeC6jUwZlfL2FSy_Lg","Nick","17","4","2","4","16"
"3021","PqkL8DFIBFNI8-bu21hIBQ","Laurie","4","3.5","2","2","9"
"3022","RzpxUogiBp00GtyeMAQ8GA","Marc","3","4","0","0","0"
"3023","_izaXiw2oFaKaadoqWKBsQ","Bethany","5","3.8","0","0","1"
"3024","i8KMQX7nekLSCzb_DVb6yA","Blair","754","3.82","957","1451","2066"
"3025","Tg-tBEwZAaJk1r7u7WboTA","Dan","4","4.67","0","0","2"
"3026","LHukWNV03ShabMuJbaRrSw","Johnny","208","3.25","50","37","88"
"3027","Sizg5ZWmIvhuXAN5AvACSQ","Sarah","170","3.68","295","395","560"
"3028","w8dA5ow3a3hLbX5AaQLRew","Julianna","1","4","0","1","2"
"3029","pVqpn87sTJDCPLS_OiZbsw","Ruth","1","5","0","0","0"
"3030","aiiJgpXVYt4R4Nw0R6cPeg","paul","2","1.5","1","0","1"
"3031","NDkStqTVh-sTDKtKIZkDxQ","Keith","8","4.25","6","3","5"
"3032","aSjIaeZl6P1ll__D9MNRBg","Andrea","5","4","0","1","9"
"3033","CqmpyO-koTXFRPNryz1dbw","Cynthia","528","3.7","216","313","565"
"3034","jYU-BH0CMIyHDpeN4BFgZQ","Tom","17","4.29","1","0","3"
"3035","I4GolEA9L0k2RfH4CauL0A","Janelle","2","4.5","0","4","4"
"3036","fEKHgWUL8A2la5lyzW2HdQ","Jessica","3","4.33","1","1","3"
"3037","uAX1KpJOgfX-vdJhlx_-Hw","Jennifer","11","4.11","3","9","16"
"3038","1TWVBaG-64DPsPsyyfKaGg","Irene And Julius","35","3.89","8","9","33"
"3039","JU0MiDEr8hcrbzlHxthhIw","Hugh","1","4","0","0","0"
"3040","LxRAFYzC9wGX396MPTf17A","Megan","312","4","144","248","395"
"3041","sMgt2JAQ85nz59Woe0IAtw","Jordan","78","3.95","40","39","95"
"3042","7LmKlPInUCSUgfGHuk0GKg","Marcie","185","3.78","38","48","158"
"3043","TZC2KBL0j9isXcUJcDJnwQ","Iyanna","19","3.58","12","8","14"
"3044","qy4ncia38yXIpehm-XP7Bg","K","1","2","0","0","1"
"3045","8IqxynN_MO8ONJGrqSYTMQ","Cyndi","141","3.87","16","19","103"
"3046","RJX1E5_xwd5x15TYFOYv1g","Pauline","4","3.33","0","0","3"
"3047","9bDKaJa_shLlFNFYK2tLKg","al","6","2","0","0","5"
"3048","YWCRIe-0cN-EU_jLbPjV6w","Meghan","30","4.07","2","6","14"
"3049","J4oguWB2tyqBvGJvCBN5hA","Richard","26","4.15","2","2","13"
"3050","gWzo7iIdL7yJfk55BAmXfQ","Jean-Guillaume","182","3.74","29","32","73"
"3051","4k82R95fUmWgv_7Q-yj6Lg","S.","123","3.33","29","16","58"
"3052","b70UXAQvzeW6xskbx-vOEQ","romius","3","3.33","0","1","2"
"3053","fxiCgoph0sakobXY9ZKFqQ","emily","21","3.1","5","2","15"
"3054","U4AAjQYM8tKs-PzHmfIp5g","Caroline","6","2.83","1","2","7"
"3055","pQbyx3VDl52eGR2mKd7Qag","Ezekiel","31","4.65","45","31","44"
"3056","dzT85Mb7NkW9bIemaWHx2w","Ashley","1","5","0","1","0"
"3057","RhE8v5RK_lLrOnGLfNbfpA","Michael","50","3.92","15","12","57"
"3058","h03KMK7xSP8UMnCLglyq1w","Erik","163","3.54","143","109","215"
"3059","9wl224U7ZQrNggpWVsiLTg","Kevin","12","4.25","0","5","11"
"3060","1usJIBBfZRJ39bocPG7HWQ","Ally","165","3.92","378","313","477"
"3061","outUnsVPklWRY2N3RBDaKA","Patt","19","4.47","1","3","10"
"3062","m5KX9g1npFPfn72Y3dzGEQ","Monica","1","3","0","0","0"
"3063","hrM6sLyqz9b6yLHS2JV5MQ","Robert","16","3.8","2","5","16"
"3064","TpsZYNTXHF1quU_MBkBYrw","Andrew","1","5","0","1","1"
"3065","VYKj2fGEMJ5mzudW8808Jg","Corey","135","3.3","234","216","410"
"3066","KfG0MSObJNU9vlV9hLVy2g","Gabriel","18","3.83","20","8","10"
"3067","Nlpr9FJcV68albv9hyEqEQ","George","176","3.91","39","77","138"
"3068","H05LO54veuaXraMQAM6bDQ","Danica","6","1","5","0","14"
"3069","jTbeQGHrWhiW1BJgt8IGGA","Terrence","1","5","0","0","0"
"3070","XlLivlSlCpsrkSHd0TQErQ","Michelle","7","4.83","0","6","8"
"3071","V7gW8cv78hK0oizXEQSexA","Doug","43","3.4","11","11","28"
"3072","5WAOYgkRBA_i8RUkcJ2KhA","Dr","6","3.33","2","1","2"
"3073","OYMU0OVat_ytjqCT5LN6aQ","Sarah","15","3.6","2","3","8"
"3074","FtUOM_uopEASH1nHoSEVFw","Purna","1","5","0","0","0"
"3075","fT8GrpBLiV1ylLb3VbRssw","Ed","317","3.73","108","108","208"
"3076","5B06XY_KAPCPqCgXsRWmKQ","Aswin","4","3","2","0","1"
"3077","MqKtiMUnd1CdvNKUIlNspA","Marianne","171","3.59","86","127","297"
"3078","iFl0c_-2SyJFrL2zTtP9xA","Ron","1","3","0","0","1"
"3079","vxFnQwDB25x680rUndmiCQ","Ingrid","9","3.75","4","1","5"
"3080","RI5hMUHJNJ5-FycMVYW-pg","Matt","1","5","0","0","1"
"3081","vIXl7qqrGnAIKj3BvQ0Q1g","Mike","66","3.03","13","12","44"
"3082","CJuXnIyfWZpATEufu13fhA","Phillip","5","5","0","0","2"
"3083","KDV_24dGi9y8RV1wMzlTNA","Cindy","7","3.83","0","1","5"
"3084","ZtLmnhBjThesrAaekS3P1g","Lavender","10","3.1","5","7","8"
"3085","Mibzg--TwrUZqLo8Vu5BRQ","Shannon","5","3.8","0","0","2"
"3086","O6w4ZRi7cuCVvXA_WhpS6w","Disappointed","21","2.9","7","4","22"
"3087","6OWHDbEq23f24Vki_veHBA","Candace","289","3.71","74","113","297"
"3088","Q4HPbubOivZZSgqMnYB_Kg","Chris","7","3.29","12","13","34"
"3089","P7ZNkzifwWuoz3fq7fbKcA","Mark","6","3.33","1","0","7"
"3090","US7qcv8CBs_HRI7eLaCeXA","Sara","8","5","0","1","6"
"3091","J4q3XTuGaINs--I-gh96Wg","Bob","13","3.85","0","0","3"
"3092","HyqwD0me561hLZ2hxpuxrw","Sandi","8","5","2","1","3"
"3093","9sGrslfna8k-cyTR5NLYww","Jenny","5","3.8","0","1","5"
"3094","3VUa5MKwheF8uwmmvi15PQ","Teresa","199","3.52","871","841","974"
"3095","Fej278brR0SPiD0i7QGa1g","RIchard","6","3.83","0","1","0"
"3096","YiocuvchXVrppg_6RRa1yw","J.","19","3.94","2","1","6"
"3097","g13P8XfDT5Zfcts4wai4-Q","Danelle","5","3","3","8","14"
"3098","-zQ_LLfu-q8dbbSNIxpmqw","Danielle","20","4.35","5","20","14"
"3099","oeZj57seNVB9VS4d5_XTIQ","Daniel","48","3.69","26","24","42"
"3100","KF0IuLno-SmTmFwFkfgPSQ","Chris","4","4.75","0","2","9"
"3101","Uf6G7Q_f5DICVLfX4H46gA","Alicia","4","4","0","0","0"
"3102","D7aNcakuiM3AUekXtYZ5Aw","Matt","299","3.75","46","42","94"
"3103","nH2kgj72EQvgkYAKFhOx0g","Amy","1","4","0","1","3"
"3104","Z03a3HZzPTI90juTUCndkw","Ben","8","4.5","1","9","9"
"3105","TWjDnKexHSp0U3UQ3W01Kw","Kyle","62","3.5","148","140","166"
"3106","N1K_GSjFkjhElExkncyyeQ","Keelie","2","5","0","0","0"
"3107","eNrtdrGazNbdiQRmOr5EXw","Kat","438","3.83","180","338","671"
"3108","PrjFBX802rUZT7eB5JggGQ","Rae","8","3.29","1","1","8"
"3109","2xlbZgrIfb-khxurvT0QLQ","David","17","3.94","4","10","10"
"3110","nDdA0CMd-HLYBvaryw5_xg","Steve","72","3.17","18","24","73"
"3111","mLLsWHpYxEbs5pdhiK1qAg","Suzie","3","5","0","2","1"
"3112","fXjFThY4SHXsF3mPXRP5Ew","Stephanie","1","3","0","0","0"
"3113","YIjGrzJRQVpoZNl1rGXQ9A","paul","40","4.22","8","13","35"
"3114","1_gjYNJ0dHU8GvGdhOHmyQ","liz","8","3.25","1","1","1"
"3115","ABFwQf4XtVVgWCtuRiBd9g","Laurie","3","3.67","0","0","1"
"3116","wvsMlpa6U9RV4-_pU4gBJg","Debbie","21","2.76","7","0","15"
"3117","chGuG27VOMLQWqKLhevJ5A","Aroul","1","5","0","0","0"
"3118","n7vjwXPlfG9kmC89IhFiWw","Jen","1476","3.79","4120","4782","5416"
"3119","P1Ru5wOP5ESOFzyHqFzo9A","Brett","2","5","0","0","0"
"3120","s7vLpMJLYz2b79mawpS7zw","Tamara","1","5","0","0","0"
"3121","S0QJDRZs27VUtgdfo9mxHQ","Mary Ellen","1","5","0","0","0"
"3122","vRWaXe7TfFvFgwkdzJL2cg","G","7","2.71","0","0","3"
"3123","D4UTWSNLk_Ird04z3-2vhQ","Damir Sarah","1","5","0","0","0"
"3124","gq6ItlF4b913nqQ-kzznQw","H","1","1","0","0","1"
"3125","KRKYlym_czGbK5IuE7kh3Q","Karen","1","4","0","0","2"
"3126","UckwCxS5Y-wtE2Y5gNSjog","Justin","2","1.5","0","1","7"
"3127","ICOCyNExGsuKxVmpCMVVXg","Kaitlyn","3","2","0","0","0"
"3128","Yw4xcKGZO4yIUt9OgFD0vw","Linda","2","5","0","0","0"
"3129","TuzZdFj86itMtll16vDhug","Denise","1","5","0","0","1"
"3130","v7IXfb8qEOY24spMC9gDFw","Szervous","3","2.33","1","1","3"
"3131","49zOPRrFCHvQOKZ0bRohew","Mary","11","4","3","3","7"
"3132","buRyLxJlixMPynziNY8ttQ","Susan","4","3.67","1","0","4"
